"ID","PMNNO","ACCNO","UID","EXP","GenericName","FLAG","ACTIVITY"
5655,"P840832",69217,,,"Acrylic acid, polymer with alkyl acrylates and hydroxyalkyl acrylate","PMN; XU","INACTIVE"
5656,"P840834",88278,,,"Trisazo dye (PROVISIONAL)","PMN","INACTIVE"
5657,"P840835",89840,,,"Trisazo dye (PROVISIONAL)","PMN","INACTIVE"
5658,"P840836",83331,,,"Trisazo dye (PROVISIONAL)","PMN","INACTIVE"
5659,"P840838",65726,,,"Tetrasubstituted naphthalenecarboxamide (PROVISIONAL)","PMN","INACTIVE"
5660,"P840842",70123,,,"Disubstituted benzothiazolium salt (PROVISIONAL)","PMN","INACTIVE"
5661,"P840843",67595,,,"Modified epoxy prepolymer (PROVISIONAL)","PMN; XU","INACTIVE"
5662,"P840844",67697,,,"Diethenylbenzene, polymer with styrene and alkylstyrene, sulfonated, compd. with disubstituted amine","PMN; XU","INACTIVE"
5663,"P840846",61451,"UID-2016-00041","20260810","Fatty acids, compound with diamines","PMN","ACTIVE"
5664,"P840847",64030,,,"Acrylic copolymer, sodium salt (PROVISIONAL)","PMN; XU","ACTIVE"
5665,"P840850",75220,,,"Fatty acrylate polymers (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5666,"P840852",63844,,,"Functional polymer of mixed acrylate and methacrylate based monomers (PROVISIONAL)","PMN; XU","INACTIVE"
5667,"P840852",181749,,,"Functional polymer of mixed acrylate and methacrylate based monomers (PROVISIONAL)","PMN; XU","ACTIVE"
5668,"P840853",79493,,,"Aromatic sulfonate of substituted phenylazo substituted heteromonocycle (PROVISIONAL)","PMN","INACTIVE"
5669,"P840856",69013,,,"Blocked isocyanate (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5670,"P840860",64621,,,"Disubstituted nitrobenzene","PMN; S; 5E","INACTIVE"
5671,"P840863",77931,,,"Protein crosslinked by poly(aliphatic) isocyanate (PROVISIONAL)","PMN","INACTIVE"
5672,"P840864",64416,,,"Vinyl acetate-acrylate copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
5673,"P840867",61122,,,"Alkyl methacrylate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5674,"P840868",67368,,,"Alkyl methacrylate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5675,"P840871",63253,,,"Disubstituted benzotriazole (PROVISIONAL)","PMN","INACTIVE"
5676,"P840874",38041,,,"Hydroxyl-terminated polyurethane (PROVISIONAL)","PMN; XU","INACTIVE"
5677,"P840888",64778,,,"Substituted styrene (PROVISIONAL)","PMN","INACTIVE"
5678,"P840889",63764,,,"Substituted benzaldehyde (PROVISIONAL)","PMN","INACTIVE"
5679,"P840890",66683,,,"Substituted polystyrene","PMN; XU","INACTIVE"
5680,"P840898",66990,,,"Polyester polyol (PROVISIONAL)","PMN; XU","INACTIVE"
5681,"P840913",77759,,,"N,N'-Bis(2-(2-(3-alkyl)thiazoline)vinyl-1,4-phenylenediamine methylsulfate, double salt","PMN; S; 5E","INACTIVE"
5682,"P840917",163521,,,"Mixed chromium complexes of substituted hydroxyphenyl azo hydroxynaphthalenes (PROVISIONAL)","PMN","ACTIVE"
5683,"P840918",35871,,,"Urethane-ester polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5684,"P840919",202121,,,"Urethane-ester polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5685,"P840919",63208,,,"Urethane-ester polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5686,"P840920",34141,,,"Urethane-ester polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5687,"P840923",63173,,,"Polyurethane prepolymer (PROVISIONAL)","PMN; XU","ACTIVE"
5688,"P840935",72276,,,"Polyamide (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5689,"P840940",61019,,,"Vinyl acetate-arylic copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
5690,"P840941",61508,,,"Reaction product of polyalkylenepolyamine and succinic anhydride polyisobutylene derivatives, compounded with alkanoic acid derivative","FRI; PMN; XU","INACTIVE"
5691,"P840943",64358,,,"[Halophenyl]-heteromonocycle","PMN","INACTIVE"
5692,"P840944",63117,,,"Dioxolane, (substituted phenyl)-","PMN","INACTIVE"
5693,"P840947",65306,,,"Modified pigment yellow 12 (PROVISIONAL)","PMN","INACTIVE"
5694,"P840951",65328,,,"Substituted aminobenzoic acid ester","PMN; S; 5E","INACTIVE"
5695,"P840956",129238,,,"Polyester resin (PROVISIONAL)","PMN; XU","ACTIVE"
5696,"P840957",104917,"UID-2023-00103","20301028","Polyester resin (PROVISIONAL)","PMN; XU","ACTIVE"
5697,"P840958",85199,,,"Modified polymer of styrene with ethyl acrylate and alkyl methacrylates (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5698,"P840959",84754,,,"Substituted polyamino alkanol (PROVISIONAL)","PMN","ACTIVE"
5699,"P840960",89420,,,"Complex polyurethane of toluenediisocyanate (PROVISIONAL)","PMN","INACTIVE"
5700,"P840961",60561,,,"Modified polymer of styrene with alkyl methacrylates (PROVISIONAL)","PMN; XU","INACTIVE"
5701,"P840962",71637,,,"Metal salt of phosphoric acid ester (PROVISIONAL)","PMN","INACTIVE"
5702,"P840965",61279,,,"Alkyd resin (PROVISIONAL)","PMN; XU","ACTIVE"
5703,"P840966",63899,,,"Alkanediol, polymer with substituted alkylphenol","PMN; XU","ACTIVE"
5704,"P840969",60709,,,"Modified sodium polyacrylate (PROVISIONAL)","PMN; XU","INACTIVE"
5705,"P840974",65588,,,"Acrylic ester terpolymer (PROVISIONAL)","PMN; XU","ACTIVE"
5706,"P840977",68623,,,"Aluminum modified long oil alkyd (PROVISIONAL)","PMN; XU","INACTIVE"
5707,"P840981",61439,,,"Substituted bisphenol, polymer with alkanepolyol and epichlorohydrin","PMN; XU","INACTIVE"
5708,"P840983",66456,,,"Polymer of alkanepolyols, benzenedicarboxylic acids and maleic anhydride","PMN; XU","INACTIVE"
5709,"P840983",91204,,,"Polymer of alkanepolyols, benzenedicarboxylic acids and maleic anhydride (PROVISIONAL)","PMN; XU","INACTIVE"
5710,"P840996",60663,,,"Poly alkyl benzene sulfonic acid (PROVISIONAL)","PMN","INACTIVE"
5711,"P841001",67426,,,"Ethoxylated sorbitol, fatty acid ester (PROVISIONAL)","PMN; XU","INACTIVE"
5712,"P841007",77873,,,"3-Alkyl-2-(2-anilino)vinylthiazolinium salt","PMN; S; 5E","INACTIVE"
5713,"P841008",66478,,,"Alkyl thiadiazole (PROVISIONAL)","PMN","INACTIVE"
5714,"P841009",66536,,,"Aliphatic polycarbonate urethane (PROVISIONAL)","PMN; XU","INACTIVE"
5715,"P841009",226110,,,"Aliphatic polycarbonate urethane (PROVISIONAl)","PMN; XU","ACTIVE"
5716,"P841010",67562,,,"Aliphatic polycarbonate urethane (PROVISIONAL)","PMN; XU","INACTIVE"
5717,"P841010",229277,,,"Aliphatic polycarbonate urethane (PROVISIONAL)","PMN; XU","INACTIVE"
5718,"P841011",67824,,,"Aliphatic polyester urethane (PROVISIONAL)","PMN; XU","INACTIVE"
5719,"P841012",207535,,,"Aliphatic polyester urethane (PROVISIONAL)","PMN; XU","INACTIVE"
5720,"P841012",63719,,,"Aliphatic polyester urethane (PROVISIONAL)","PMN; XU","INACTIVE"
5721,"P841014",66718,,,"Aliphatic polyether urethane (PROVISIONAL)","PMN; XU","ACTIVE"
5722,"P841018",64303,,,"Urethane adduct (PROVISIONAL)","PMN; XU","INACTIVE"
5723,"P841025",67835,,,"Hydrogenated vegetable oil","PMN","INACTIVE"
5724,"P841029",69933,,,"Polyether aromatic isocyanate terminated prepolymer (PROVISIONAL)","PMN; XU","INACTIVE"
5725,"P841030",69591,,,"Copolymer of .alpha.-olefin and maleic anhydride, esterified (PROVISIONAL)","PMN; XU","INACTIVE"
5726,"P841031",61291,,,"Copolymer of .alpha.-olefin and maleic anhydride, esterified (PROVISIONAL)","PMN; XU","INACTIVE"
5727,"P841033",60890,,,"Phenol, 4-(substituted)-bis(alkyl)","PMN","INACTIVE"
5728,"P841043",66785,,,"Sulfurized magnesium soap (PROVISIONAL)","PMN","INACTIVE"
5729,"P841047",146204,,,"Aliphatic polycarbonate silicone urethane (PROVISIONAL)","PMN; XU","INACTIVE"
5730,"P841048",131385,,,"Aliphatic polycarbonate urethane (PROVISIONAL)","PMN; XU","ACTIVE"
5731,"P841048",228194,,,"Aliphatic polycarbonate urethane (PROVISIONAL)","PMN; XU","INACTIVE"
5732,"P841050",239635,,,"Aliphatic polycarbonate urethane (PROVISIONAL)","PMN; XU","INACTIVE"
5733,"P841059",61724,,,"Fluoropolyester modified toluene diisocyanate polymer (PROVISION)","PMN; XU","INACTIVE"
5734,"P841059",214290,,,"Fluoropolyester modified toluene diisocyanate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5735,"P841059",299428,,,"Fluoropolyester modified toluene diisocyanate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5736,"P841060",63979,,,"Polyamide-graft-polyacrylate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5737,"P841061",62818,,,"Trisubstituted malonamide (PROVISIONAL)","PMN","INACTIVE"
5738,"P841067",69057,,,"Substituted metal complex (PROVISIONAL)","PMN","INACTIVE"
5739,"P841069",60630,,,"Alkyl ester of alkoxylated alkanols","PMN; XU","INACTIVE"
5740,"P841079",73906,,,"Alkylated diphenyl oxide","PMN; S; 5E","INACTIVE"
5741,"P841089",63151,,,"Modified, maleated metal resinate (PROVISIONAL)","PMN; XU","INACTIVE"
5742,"P841093",72505,,,"Fatty acid, carbomonocyclic ester (PROVISIONAL)","PMN","INACTIVE"
5743,"P841097",68509,,,"Alkyl phosphate ester amine salt (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5744,"P841102",65828,,,"Modified polymer of acrylates and methacrylates (PROVISIONAL)","PMN; XU","ACTIVE"
5745,"P841105",178235,,,"Tetraamino disubstituted metal complex (PROVISIONAL)","PMN","ACTIVE"
5746,"P841107",60743,,,"Cuprate, [[(3,3'-dihydroxy[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[substituted-sulfonato]]di-, alkali metal salts","PMN","INACTIVE"
5747,"P841109",68054,,,"Modified rosin (PROVISIONAL)","PMN; XU","INACTIVE"
5748,"P841113",74205,,,"Acid form of sulfonated, alkylated diphenyl oxide (PROVISIONAL)","PMN","INACTIVE"
5749,"P841114",70781,,,"Sodium salt of sulfonated, alkylated diphenyl oxide (PROVISIONAL)","PMN","ACTIVE"
5750,"P841115",67073,,,"Phenolic modified rosin ester (PROVISIONAL)","PMN; XU","INACTIVE"
5751,"P841122",63742,,,"Silicone glycol (PROVISIONAL)","PMN; XU","INACTIVE"
5752,"P841123",65340,,,"Substituted naphthalenesulfonic acid, [[[substituted]-1,3,5-triazin-2-yl]amino][[[sulfophenylazo]phenyl]azo]-, alkali metal, alkanolamine salt","PMN","INACTIVE"
5753,"P841125",68190,,,"Methanone, alkyl-aryl (PROVISIONAL)","PMN","INACTIVE"
5754,"P841126",72776,,,"Methanone, alkyl-substituted phenyl (PROVISIONAL)","PMN","INACTIVE"
5755,"P841132",34867,,,"Heterocyclic substituted copper phthalocyanine (PROVISIONAL)","PMN","INACTIVE"
5756,"P841135",71251,,,"Vinyl urethane (PROVISIONAL)","FRI; PMN; XU","ACTIVE"
5757,"P841139",65602,,,"Cellulosic ether (PROVISIONAL)","PMN; XU","INACTIVE"
5758,"P841141",63720,,,"Phenylene bis[benzothiazoloxoalkylamide][methylimidazole]derivativemixed salts (PROVISIONAL)","PMN","INACTIVE"
5759,"P841142",68601,,,"Aliphatic polyester (PROVISIONAL)","PMN; XU","INACTIVE"
5760,"P841155",65986,,,"Polyethylenepolyamines, polymers with chloroalkanes, quaternized","PMN; XU","INACTIVE"
5761,"P841156",66081,,,"Polyethylenepolyamines, polymers with chloroalkanes and alkylene oxide, quaternized","PMN; XU","INACTIVE"
5762,"P841158",67653,,,"Polyethylenepolyamines, polymers with chloroalkanes and alkylene oxide, quaternized","PMN; XU","INACTIVE"
5763,"P841159",66263,,,"Polymer of alkylene oxides, fumaric acid and alkanepolyol-polyalkylene oxide ether","PMN; XU","INACTIVE"
5764,"P841160",64267,,,"1H-Imidazole-1-ethanamine, 4,5-dihydro-, substituted, alkoxylated","PMN; XU","INACTIVE"
5765,"P841167",68145,,,"Substituted bis(hydroxyalkane), polymer with epichlorohydrin, acrylate","PMN; XU","ACTIVE"
5766,"P841168",34050,,,"Acrylic copolymer (PROVISIONAL)","PMN; S","ACTIVE"
5767,"P841169",62965,,,"Phenol, alkoxy(substituted)-,","PMN","ACTIVE"
5768,"P841175",101725,,,"Polyester polyol (PROVISIONAL)","PMN; XU","INACTIVE"
5769,"P841175",115232,,,"Polyester polyol (PROVISIONAL)","PMN; XU","INACTIVE"
5770,"P841178",73804,,,"Rosin ester (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5771,"P841180",100084,,,"Aminopolyamide intermediate (PROVISIONAL)","PMN; XU","ACTIVE"
5772,"P841182",102422,,,"Aminopolyamide, epichlorohydrin resin (PROVISIONAL)","PMN; XU","ACTIVE"
5773,"P841185",70156,,,"Alkali metal salt of an unsaturated carboxylic acid (PROVISIONAL)","PMN","INACTIVE"
5774,"P841192",68929,,,"Polymer of bisphenol A with (chloromethyl)oxirane and a substitutedalkane (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5775,"P841192",70714,,,"Polymer of bisphenol A with (chloromethyl)oxirane and a substitutedalkane (PROVISIONAL)","FRI; PMN; XU","ACTIVE"
5776,"P841192",109229,,,"Polymer of bisphenol A with (chloromethyl)oxirane and a substitutedalkane (PROVISIONAL)","PMN; XU","INACTIVE"
5777,"P841193",60403,,,"Functional polyester (PROVISIONAL)","PMN; XU","INACTIVE"
5778,"P841194",68894,,,"Acrylated polyester (PROVISIONAL)","PMN; XU","INACTIVE"
5779,"P841198",271580,,,"Substituted phenol/formaldehyde resin (PROVISIONAL)","PMN; XU","ACTIVE"
5780,"P841199",153776,,,"Polyester urethane polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5781,"P841203",67335,,,"Substituted amino benzoic acid derivative (PROVISIONAL)","PMN","INACTIVE"
5782,"P841211",67700,,,"Reaction product of alkyldiamine and excess formaldehyde (PROVISIONAL)","PMN","INACTIVE"
5783,"P841213",61655,,,"Sodium salt of alkyldiaminopolyalkanoic acid","PMN","INACTIVE"
5784,"P841220",79835,,,"Disubstituted piperazine (PROVISIONAL)","PMN","INACTIVE"
5785,"P841221",72583,,,"Disubstituted benzothiazole salt (PROVISIONAL)","PMN","INACTIVE"
5786,"P841222",68269,,,"Siloxanes and Silicones, di-Me, Me hydrogen, reaction products withsubstituted alkyl methacrylate and polyalkylene glycol alkenyl ether","PMN; XU","INACTIVE"
5787,"P850007",125974,,,"Spiro[isobenzofuran xanthene] (PROVISIONAL)","PMN","INACTIVE"
5788,"P850009",63297,,,"Fatty alcohol, ethoxylated, propoxylated, fatty acid ester (PROVISIONAL)","PMN; XU","INACTIVE"
5789,"P850011",36603,,,"Aryl substituted aliphatic thiol (PROVISIONAL)","PMN","INACTIVE"
5790,"P850016",74670,,,"Acrylamide unsaturated quaternary ammonium copolymer (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5791,"P850020",66547,,,"2-[[(Substituted aryl)methylhydrozono]methyl]-1,3,3-trimethyl-3H-indolium, salt (PROVISIONAL)","PMN","INACTIVE"
5792,"P850025",34925,,,"Thiazolium, substituted (methylarylindolyl)azo- (PROVISIONAL)","PMN","INACTIVE"
5793,"P850030",76983,,,"Carbopolycycle sulfonate of substituted phenylazo substituted heteromonocycle (PROVISIONAL)","PMN","INACTIVE"
5794,"P850031",78752,,,"Carbopolycycle sulfonate of substituted heteropolycycle (PROVISIONAL)","PMN","INACTIVE"
5795,"P850036",71546,,,"Substituted pyridine","PMN; S; 5E","INACTIVE"
5796,"P850038",63333,"UID-2023-00196","20280201","Hydroxyl terminated polyurethane (PROVISIONAL)","PMN; XU","ACTIVE"
5797,"P850051",61495,,,"Monoethanolamine salt of lignin","PMN; XU","INACTIVE"
5798,"P850052",61188,,,"Vegetable fatty acids, reaction products with substituted benzene and polyethylenepolyamines","FRI; PMN; XU","INACTIVE"
5799,"P850054",174175,,,"Organotungsten compound (PROVISIONAL)","PMN","INACTIVE"
5800,"P850055",160453,,,"Substituted heterocycle, 5'-[[4-[[7-[(substituted heterocycle)azo]-1-hydroxy-3-sulfo-2-naphthalenyl]azo]phenyl]azo-, salt with an organic acid (PROVISIONAL)","PMN","ACTIVE"
5801,"P850057",68429,,,"Oxirane, alkyl(alkylcycloalkenyl)-","PMN","INACTIVE"
5802,"P850058",62590,,,"Thioirane, alkyl(alkylcycloalkenyl)-","PMN","INACTIVE"
5803,"P850060",76267,,,"Functional polyester of diethylene, glycol, phthalic anhydride and a dibasic acid (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5804,"P850061",67299,,,"Aromatic polyester (PROVISIONAL)","PMN; XU","INACTIVE"
5805,"P850062",76790,,,"Polyalkylene oxide aromatic diisocyanate prepolymer (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5806,"P850064",66014,,,"Organosilicone copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
5807,"P850065",60867,,,"Substituted cycloalkanone (PROVISIONAL)","PMN","ACTIVE"
5808,"P850068",61860,,,"Tall oil, fatty acids, polymer with alkanetriols and benzenedicarboxylic acid derivative","PMN; XU","ACTIVE"
5809,"P850070",69331,,,"Tall oil fatty acids, polymer with pentaerythritol, benzenedicarboxylic acid derivative, soybean oil, substituted benzophenone and glycidyl neodecanoate","PMN; XU","ACTIVE"
5810,"P850079",140671,,,"Substituted naphthol dyestuff (PROVISIONAL)","PMN","INACTIVE"
5811,"P850083",68156,,,"Polyester from dimethyl terephthalate, ethylene glycol and 3-substituted propanoic acid glycol ester (PROVISIONAL)","PMN; XU","INACTIVE"
5812,"P850087",64585,,,"Sulfonated carbocyclic diester (PROVISIONAL)","PMN","ACTIVE"
5813,"P850092",118913,,,"Hydroxyethylthiopolyalcohol (PROVISIONAL)","PMN","INACTIVE"
5814,"P850102",62852,,,"Modified soybean - tung alkyd resin (PROVISIONAL)","PMN; XU","ACTIVE"
5815,"P850104",65771,,,"Alkenylated phenol","PMN","ACTIVE"
5816,"P850105",66898,,,"Dialkenyl phenol, substituted-","PMN","ACTIVE"
5817,"P850106",67357,,,"Alkenylated phenol","PMN","ACTIVE"
5818,"P850108",32361,,,"Acrylic copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
5819,"P850110",64074,,,"Polysulfide polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5820,"P850111",68941,,,"Polymer of disubstituted polysiloxane, substituted phenol and substituted alkanoyl halide (PROVISIONAL)","PMN; XU","INACTIVE"
5821,"P850112",71886,,,"Alkanediol maleic anhydride copolymer (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5822,"P850128",87640,,,"Butanamide, N-substituted alkyl (PROVISIONAL)","PMN","INACTIVE"
5823,"P850129",68189,,,"Styrene, acrylate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
5824,"P850132",63684,,,"Organosilicone copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
5825,"P850138",67959,,,"Substituted titanocene (PROVISIONAL)","PMN","ACTIVE"
5826,"P850139",76085,,,"Functional complex polyester of diethylene glycol, neopentyl glycoland a dibasic acid (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5827,"P850146",71228,,,"Biphenyl, 3,3'-dichloro-4-(substituted azo)-4'-((((phenylamino)carbonyl)-2-oxopropyl)azo)- (PROVISIONAL)","PMN","INACTIVE"
5828,"P850148",67539,,,"Modified acrylic copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
5829,"P850150",33331,,,"Fluoranthenediamine, bis(substituted aminoanthraquinone) (PROVISIONAL)","PMN","ACTIVE"
5830,"P850151",33682,,,"Fluoranthenediamine, bis(substituted aminoanthraquinone) (PROVISIONAL)","PMN","ACTIVE"
5831,"P850158",60516,,,"Aromatic diol (PROVISIONAL)","PMN","INACTIVE"
5832,"P850163",35086,,,"Cyanoacetate ester (PROVISIONAL)","PMN","INACTIVE"
5833,"P850167",100299,,,"Organo sulfur compound (PROVISIONAL)","PMN","INACTIVE"
5834,"P850174",82667,,,"Alkenyl substituted carbomonocyclic alkenyl ether (PROVISIONAL)","PMN","ACTIVE"
5835,"P850175",70076,,,"Branched monocarboxylic fatty acid (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5836,"P850176",72083,,,"Branched monocarboxylic fatty acid (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5837,"P850177",72732,,,"Branched monocarboxylic fatty acid (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5838,"P850178",79131,,,"Branched monocarboxylic fatty acid (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5839,"P850179",77431,,,"Branched monocarboxylic fatty acid (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5840,"P850180",79302,,,"Branched monocarboxylic fatty acid (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5841,"P850182",61326,,,"Alkyl ester (PROVISIONAL)","PMN","INACTIVE"
5842,"P850185",69206,,,"Substituted phenyl salt (PROVISIONAL)","PMN","INACTIVE"
5843,"P850189",69104,,,"Alkyl alkoxy siloxane (PROVISIONAL)","PMN; XU","ACTIVE"
5844,"P850200",39293,,,"Cyanoacrylate ester (PROVISIONAL)","PMN","INACTIVE"
5845,"P850201",62863,,,"Substituted dioxazine (PROVISIONAL)","PMN","INACTIVE"
5846,"P850202",65737,,,"Substituted dioxazine (PROVISIONAL)","PMN","INACTIVE"
5847,"P850213",67084,,,"Aromatic polyurethane prepolymer containing tertiary amine (PROVISIONAL)","PMN; XU","INACTIVE"
5848,"P850226",60969,,,"Substituted succinic acid (PROVISIONAL)","PMN; XU","ACTIVE"
5849,"P850227",61542,,,"Acrylic acid ester (PROVISIONAL)","PMN","INACTIVE"
5850,"P850228",112904,,,"Disubstituted pyridinium bromide (PROVISIONAL)","PMN","INACTIVE"
5851,"P850235",74170,,,"Vegetable oil polymer with alkanediols (PROVISIONAL)","FRI; PMN; XU","ACTIVE"
5852,"P850236",75015,,,"Substituted pyridine","PMN; S; 5E","ACTIVE"
5853,"P850245",74476,,,"Modified hydrocarbon resin (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
5854,"P850247",75811,,,"Bis-imidazolium dibromide (PROVISIONAL)","PMN","INACTIVE"
5855,"P850248",60196,,,"Quinone-imine dye (PROVISIONAL)","PMN","INACTIVE"
5856,"P850249",124404,,,"Isobenzofuranone (PROVISIONAL)","PMN","INACTIVE"
5857,"P850251",73359,,,"Reaction product of polyalkylene oxide polyol, isocyanate and diol (PROVISIONAL)","FRI; PMN; XU","ACTIVE"
5858,"P850253",106015,,,"Polyester resin (PROVISIONAL)","PMN; XU","INACTIVE"
5859,"P850256",69842,,,"Alkoxylated alkanol sulfate, ammonium salt","PMN; XU","INACTIVE"
5860,"P850260",71444,,,"Substituted phenylazo substituted carbopolycycle (PROVISIONAL)","PMN","INACTIVE"
5861,"P850261",77828,,,"Heteropolycycle azo substituted heteromonocycle (PROVISIONAL)","PMN","INACTIVE"
5862,"P850262",76803,,,"Substituted terpene resin (PROVISIONAL)","FRI; PMN; XU","INACTIVE"
